আবিষ্কার	264	true	typist	abiskar	আবিস্কার	DICTIONARY	আবিস্কার|অবিষ্কার|আবিষ্কারক|আবিস্কারের|আবিষ্কারের|আবিষ্কারে	sibilant,vowel_initial
অংশ	209	true	typist	ongs	অংস	DICTIONARY	অংস|অংশে|অংশগ্রহণ|অংশের|অংশীদার|অংশটি	sibilant,vowel_initial
আর্কাইভকৃত	141	false	canonical	arkaibhokrrit	আর্কাইভকর্মী	DICTIONARY	আর্কাইভকর্মী|আর্কাইভস	oov,conjunct_shape,vowel_initial
আর্কাইভকৃত	141	false	typist	arkaivokrrit	আর্কাইভকর্মী	DICTIONARY	আর্কাইভকর্মী|আর্কাইভ|আর্কাইভে|আর্কাইভস	oov,conjunct_shape,vowel_initial
বেশ	128	true	typist	bes	বেস	DICTIONARY	বেস|বয়েস|বেচছ|বেশি|বেশী|বেশিরভাগ	sibilant
শনাক্ত	94	true	typist	sonakt	সনাক্ত	DICTIONARY	সনাক্ত|সনাক্তযোগ্য|সনাক্তকরণ|সনাকের|শনাক্তকরণ|শনাক্তকারী	sibilant
সমযোজী	94	false	canonical	somozojii	সময়েই	DICTIONARY	সময়েই|সমঝোতা|সময়েই|সমঝোতার|সমঝোতায়|সমজজী	oov
সমযোজী	94	false	typist	somojoji	সমজজি	CLEAN_TRANSLITERATION	সমজজি|সমজদার|সমঝোতা|সমজাতীয়|সমঝোতার|সমজাতীয়	oov
আবিষ্কৃত	90	true	typist	abiskrrit	আবিস্কৃত	DICTIONARY	আবিস্কৃত	sibilant,vowel_initial
আবিষ্কারের	84	true	typist	abiskarer	আবিস্কারের	DICTIONARY	আবিস্কারের	sibilant,inflected,vowel_initial
নিষ্ক্রিয়	81	true	typist	niskriy	নিস্ক্রিয়	DICTIONARY	নিস্ক্রিয়|নিষ্ক্রিয়তা|নিষ্ক্রিয়তার|নিষ্ক্রিয়করণ|নিষ্ক্রিয়তায়|নিস্ক্রিয়	sibilant
তাপগতীয়	80	false	typist	tapogotiy	তাপ গতীয়	DICTIONARY	তাপ গতীয়|তাপগতিবিদ্যার|টাপ গতীয়|তাপ গতীয়|তাপগতিয়	oov,split
আয়োডাইড	74	false	canonical	ayodaid	আয়দাইদ	CLEAN_TRANSLITERATION	আয়দাইদ|আজাদ|আয়দিন|আয়োডাইডের|আয়োডিন|আয়োডিনের	oov,vowel_initial
ক্রিপ্টন	65	false	canonical	kripton	ক্রিপটন	ENGLISH_LEXICON	ক্রিপটন|ক্রিপ্টো|ক্রিপ্টোকারেন্সি|ক্রিপ্টোকারেন্সির|krypton|ক্রিপ্তন	oov,conjunct_shape
বাষ্প	61	true	typist	basp	বাস্প	DICTIONARY	বাস্প|বাষ্পীভবন|বাস্ক|বাস|বাষ্পীয়|বাস্কেট	sibilant
সমস্থানিক	59	false	canonical	somosthanik	সম স্থানিক	DICTIONARY	সম স্থানিক|সমস্থিতি	oov,split
অস্তরক	58	false	canonical	ostorok	অসতর্ক	DICTIONARY	অসতর্ক|অস্তরবির	oov,vowel_initial
