শাহ	528	true	typist	sah	সাহ	DICTIONARY	সাহ|সাহিত্য|সাহস|সাহিত্যিক|সাহেব|সাহিত্যের	sibilant
অংশ	308	true	typist	ongs	অংস	DICTIONARY	অংস|অংশে|অংশগ্রহণ|অংশের|অংশীদার|অংশটি	sibilant,vowel_initial
ইউনিয়নসমূহ	259	false	typist	iuniyonosomuh	ইউনিয়ন সমূহ	DICTIONARY	ইউনিয়ন সমূহ|ইউনিয়নসহ|ইউনিয়ন সমূহ|ইউনিয়ন সমুহ|ইউনিয়নসমুহ	oov,split,vowel_initial
পুলিশ	239	true	typist	pulis	পুলিস	DICTIONARY	পুলিস|পুলিশি|পুলিন|পুলিশের|পুলিশকে|পুলিশে	sibilant
চাষ	210	true	typist	chas	চাস	DICTIONARY	চাস|চাচ্ছ|চাষের|চাষে|চাষী|chas	sibilant
বেশ	193	true	typist	bes	বেস	DICTIONARY	বেস|বয়েস|বেচছ|বেশি|বেশী|বেশিরভাগ	sibilant
উপজেলাসমূহ	183	false	typist	upojelasomuh	উপজেলা সমূহ	DICTIONARY	উপজেলা সমূহ|উপজেলাসহ|উপজেলা সমুহ|উপজেলাসমুহ	oov,split,vowel_initial
শেখ	142	true	typist	sekh	সেখ	DICTIONARY	সেখ|সেখানে|সেখান|সেখানেই|সেখানকার|সেখানের	sibilant
খ্রিষ্টাব্দে	108	true	typist	khristabde	খ্রিস্টাব্দে	DICTIONARY	খ্রিস্টাব্দে|খৃষ্টাব্দে|খ্রিস্টাব্দের|খ্রিষ্টাব্দের|খ্রীষ্টাব্দের|খ্রীস্টাব্দের	sibilant,long_compound,inflected
গৃহগণনা	103	false	canonical	grrihogonona	গৃহ গণনা	DICTIONARY	গৃহ গণনা|গৃহযুদ্ধ|গৃহপালিত|গৃহযুদ্ধের|গৃহ গননা	oov,split
জনশুমারি	85	false	typist	jonosumari	জন শুমারি	DICTIONARY	জন শুমারি|জনশূন্য|ঝন শুমারি|জনসুমারি	oov,split
দেশ	75	true	typist	des	দেস	DICTIONARY	দেস|ডেস|দ্বেষ|দেছ|দেশের|des	sibilant
